"Asset Datalist Report","30 Nov 2025 11:03PM GMT-0300","658"
"Delfia","Alameda Tocantins, 350","Barueri","None","06455-020","Brazil"
"Evandro Santiago","defa6es","CSAM customers,All Roles Customers,CSAM customers,All Roles Customers"
"Asset Name","Netbios Name","Mac Address","IPV4 Addresses","IPV6 Addresses","Operating System Category","OS","Operating System Version","Operating System Lifecycle Stage"
"shomsqlgru08.gru.local","SHOMSQLGRU08","","10.36.52.133","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"10.36.52.78","'-","","10.36.52.78","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.214","'-","","172.31.52.214","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.252","'-","","10.36.52.252","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.126","'-","","172.31.52.126","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.206","'-","","172.31.52.206","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomsqlgru09.gru.local","SHOMSQLGRU09","","10.36.52.210","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"10.36.52.253","SHOMAPREPGRU01","","10.36.52.253","","Unidentified / Unidentified","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM / FortiSOAR / F5 Networks Big-IP","'-","Not Applicable"
"shomvmgru02.gru.local","'-","B8:2A:72:52:45:0E","10.36.52.5","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESXi 6 6.5.0 build 13004031","6.5","EOL/EOS"
"10.36.52.14","'-","","10.36.52.14","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.97","'-","","172.31.52.97","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.129","'-","","172.31.52.129","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapvcsagru01.gru.local","'-","","10.36.52.150","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.205","'-","","172.31.52.205","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.214","'-","","10.36.52.214","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapwbgru01.gru.local","'-","","10.36.52.54","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"idm-hom.gru.com.br","'-","","10.36.52.202","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.98","'-","","172.31.52.98","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.85","'-","","172.31.52.85","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.32","'-","","172.31.52.32","","Unidentified / Unidentified","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM / FortiSOAR / F5 Networks Big-IP","'-","Not Applicable"
"10.36.52.46","'-","","10.36.52.46","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.118","'-","","172.31.52.118","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomsqlgru08.gru.local","SHOMSQLGRU08","","10.36.52.208","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"172.31.52.186","'-","","172.31.52.186","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"ssacad-hm.gru.com.br","'-","","10.36.52.90","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.174","'-","","172.31.52.174","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.246","'-","","10.36.52.246","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.201","'-","","172.31.52.201","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.84","SWS1-GRU","","10.36.52.84","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.251","'-","","10.36.52.251","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.164","'-","","172.31.52.164","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.249","'-","","172.31.52.249","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.141","'-","","172.31.52.141","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"172.31.52.75","'-","","172.31.52.75","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"shombdoragru01.gru.local","'-","","172.31.52.60","","Unidentified / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP / Cisco IOS Software","'-","Not Applicable"
"172.31.52.173","'-","","172.31.52.173","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shombdgru05.gru.local","SHOMBDGRU05","","10.36.52.239","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"shomdcgru01.gru.local","SHOMDCGRU01","00:50:56:BC:08:42","10.36.52.221","","Windows / Server","Microsoft Windows Server 2016 1607","1607","EOL"
"shomapntpgru01.gru.local","'-","","10.36.52.43","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.234","'-","","172.31.52.234","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.93","'-","","10.36.52.93","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.149","'-","","172.31.52.149","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"sqasapbigru01.gru.local","'-","","172.31.52.104","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.192","'-","","172.31.52.192","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.209","'-","","172.31.52.209","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.250","'-","","172.31.52.250","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.13","'-","","10.36.52.13","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapmmetgru01.gru.local","'-","","10.36.52.110","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.179","'-","","10.36.52.179","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.226","'-","","172.31.52.226","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.200","'-","","10.36.52.200","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.63","'-","","172.31.52.63","","Unidentified / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP / Cisco IOS Software","'-","Not Applicable"
"sdesapmntgru01.gru.local","SDESAPMNTGRU01","00:50:56:9D:28:AE","172.31.52.182","","Windows / Server","Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1","6.1","EOL/EOS"
"10.36.52.109","'-","","10.36.52.109","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapatgru01.gru.local","SHOMAPATGRU01","","10.36.52.40","","Windows / Server","Microsoft Windows Server 2012 R2 Datacenter 6.3","6.3","EOL/EOS"
"172.31.52.242","'-","","172.31.52.242","","Linux / Unidentified","Canonical Ubuntu","'-","Not Applicable"
"sqasapecgru01.gru.local","'-","","172.31.52.105","","Unidentified / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP / Cisco IOS Software","'-","Not Applicable"
"172.31.52.184","'-","","172.31.52.184","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.182","'-","","10.36.52.182","","Unidentified / Unidentified","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM / FortiSOAR / F5 Networks Big-IP","'-","Not Applicable"
"shomapccgru001.gru.local","SHOMAPCCGRU001","","10.36.52.42","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"172.31.52.95","'-","","172.31.52.95","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.225","'-","","10.36.52.225","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"suatwsusgru01.uatgru.local","SUATWSUSGRU01","00:50:56:A9:5B:C1","10.36.52.121","","Windows / Server","Microsoft Windows Server 2012 R2 Datacenter 6.3","6.3","EOL/EOS"
"shomapbcbpgru02.gru.local","SHOMAPBCBPGRU02","","172.31.52.150","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"10.36.52.23","'-","","10.36.52.23","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomsqlvonegru01.gru.local","'-","","10.36.52.161","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.38","'-","","10.36.52.38","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.175","'-","","172.31.52.175","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"pvn-hom.gru.com.br","'-","","10.36.52.203","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapscogru01.gru.local","SHOMAPSCOGRU01","","10.36.52.175","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"172.31.52.113","'-","","172.31.52.113","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.88","'-","","10.36.52.88","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.190","'-","","172.31.52.190","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.146","'-","","10.36.52.146","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"sprdaptesgru02","SPRDAPTESGRU02","00:50:56:A1:9D:2C","10.36.52.75","","Windows / Server","Microsoft Windows Server 2012 R2 Datacenter 6.3","6.3","EOL/EOS"
"172.31.52.153","'-","","172.31.52.153","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapesbgru07.gru.local","SHOMAPESBGRU07","","172.31.52.230","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"172.31.52.216","'-","","172.31.52.216","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.125","SHOMAPEVDSGRU01","","172.31.52.125","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.108","'-","","172.31.52.108","","Unidentified / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP / Cisco IOS Software","'-","Not Applicable"
"10.36.52.148","'-","","10.36.52.148","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.120","'-","","172.31.52.120","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.90","'-","","172.31.52.90","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.167","'-","","172.31.52.167","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.215","'-","","172.31.52.215","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.79","'-","","10.36.52.79","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.139","'-","","10.36.52.139","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomaptecagru01.gru.local","'-","","172.31.52.13","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"nossohubh.gru.com.br","'-","","10.36.52.243","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.170","'-","","172.31.52.170","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.210","'-","","172.31.52.210","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shombdgru04.gru.local","SHOMBDGRU04","","10.36.52.237","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"10.36.52.187","'-","","10.36.52.187","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.73","'-","","10.36.52.73","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.244","'-","","172.31.52.244","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.84","'-","","172.31.52.84","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.217","'-","","10.36.52.217","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.198","'-","","10.36.52.198","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.81","'-","","10.36.52.81","","Linux / Unidentified","Canonical Ubuntu","'-","Not Applicable"
"172.31.52.116","'-","","172.31.52.116","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.230","'-","","10.36.52.230","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapmetgru01.gru.local","'-","","10.36.52.45","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.147","'-","","10.36.52.147","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.53","'-","","172.31.52.53","","Linux / Unidentified","Canonical Ubuntu","'-","Not Applicable"
"172.31.52.64","'-","","172.31.52.64","","Unidentified / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP / Cisco IOS Software","'-","Not Applicable"
"shomapamswgru01.gru.local","SHOMAPAMSWGRU01","00:50:56:8A:2A:42","10.36.52.36","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"shomotrsgru01.gru.local","'-","","10.36.52.127","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapaogru01.gru.local","SHOMAPAOGRU01","00:50:56:A9:67:15","10.36.52.65","","Windows / Server","Microsoft Windows Server 2008 R2 Standard 6.1","6.1","EOL/EOS"
"10.36.52.91","'-","","10.36.52.91","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.219","'-","","172.31.52.219","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.88","'-","","172.31.52.88","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"adfshm.gru.com.br","'-","","10.36.52.165","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"10.36.52.211","'-","","10.36.52.211","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.162","'-","","10.36.52.162","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.96","'-","","172.31.52.96","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.191","'-","","172.31.52.191","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.18","'-","","10.36.52.18","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"10.36.52.82","'-","","10.36.52.82","","Linux / Unidentified","Canonical Ubuntu","'-","Not Applicable"
"172.31.52.202","'-","","172.31.52.202","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"sdevapbwgru01.gru.local","'-","","172.31.52.100","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapccgru01.gru.local","SHOMAPCCGRU01","","10.36.52.25","","Windows / Server","Microsoft Windows Server 2016 1607","1607","EOL"
"shomaplisagru02.gru.local","'-","","10.36.52.44","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shombisccgru02.gru.local","SHOMBISCCGRU02","","10.36.52.235","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"172.31.52.134","'-","","172.31.52.134","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"172.31.52.194","'-","","172.31.52.194","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.50","SHOMBDGRU11","","172.31.52.50","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.168","'-","","172.31.52.168","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"sdevapbigru01.gru.local","'-","","172.31.52.101","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.232","'-","","10.36.52.232","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.101","'-","","10.36.52.101","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.59","SHOMSQLGRU05","","10.36.52.59","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.227","'-","","172.31.52.227","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.80","SHOMAPCNWGRU01","","10.36.52.80","","Windows / Client","Microsoft Windows 10","'-","Not Applicable"
"10.36.52.231","'-","","10.36.52.231","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.169","'-","","172.31.52.169","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.107","'-","","172.31.52.107","","Linux / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP","'-","Not Applicable"
"shomapvonegru01.gru.local","'-","","10.36.52.160","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.68","'-","","172.31.52.68","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.180","'-","","172.31.52.180","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.241","'-","","10.36.52.241","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.213","'-","","10.36.52.213","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.157","'-","","172.31.52.157","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.193","'-","","172.31.52.193","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.78","'-","","172.31.52.78","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.112","'-","","10.36.52.112","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.173","'-","","10.36.52.173","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.6","'-","B8:2A:72:52:45:1B","10.36.52.6","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESXi 6 6.5.0 build 13004031","6.5","EOL/EOS"
"10.36.52.195","'-","","10.36.52.195","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.241","'-","","172.31.52.241","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.207","'-","","172.31.52.207","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapibgru01.gru.local","SHOMAPIBGRU01","00:50:56:A9:20:0F","10.36.52.10","","Windows / Client","Microsoft Windows 7 6.1 SP1 Build 7601","6.1","EOL/EOS"
"172.31.52.128","'-","","172.31.52.128","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.114","'-","","10.36.52.114","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.194","'-","","10.36.52.194","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapptcagru01.gru.local","SHOMAPPTCAGRU01","","172.31.52.26","","Windows / Server","Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1","6.1","EOL/EOS"
"10.36.52.153","'-","","10.36.52.153","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.39","'-","","10.36.52.39","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapesbgru03.gru.local","SHOMAPESBGRU03","","10.36.52.236","","Windows / Server","Microsoft Windows Server 2016 1607","1607","EOL"
"10.36.52.228","'-","","10.36.52.228","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.247","'-","","172.31.52.247","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"10.36.52.135","'-","","10.36.52.135","","Linux / Unidentified","Canonical Ubuntu","'-","Not Applicable"
"172.31.52.111","'-","","172.31.52.111","","Unidentified / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP / Cisco IOS Software","'-","Not Applicable"
"shombdgru01.gru.local","SHOMBDGRU01","","10.36.52.12","","Windows / Server","Microsoft Windows Server 2016 1607","1607","EOL"
"10.36.52.117","'-","","10.36.52.117","","Linux / Unidentified","Canonical Ubuntu","'-","Not Applicable"
"172.31.52.171","'-","","172.31.52.171","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"sqasapbwgru01.gru.local","'-","","172.31.52.102","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"test-ams-sql1.gru.local","TEST-AMS-SQL1","","10.36.52.70","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"172.31.52.152","'-","","172.31.52.152","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapvcsagru02.gru.local","'-","","10.36.52.120","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware vCenter Server Appliance 6 6.7.0 Build 20504362","6.7","EOL/EOS"
"172.31.52.89","'-","","172.31.52.89","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.71","TEST-AMS-RPT","","10.36.52.71","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"172.31.52.240","'-","","172.31.52.240","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.247","'-","","10.36.52.247","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.179","'-","","172.31.52.179","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.218","'-","","172.31.52.218","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomfsqagru01.gru.local","SHOMFSQAGRU01","","10.36.52.103","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"shomaplggru03.gru.local","SHOMAPLGGRU03","","172.31.52.136","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"10.36.52.3","'-","","10.36.52.3","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.87","'-","","10.36.52.87","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"nossohubh.gru.com.br","'-","","10.36.52.242","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.140","'-","","10.36.52.140","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.77","'-","","10.36.52.77","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.82","'-","","172.31.52.82","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.169","'-","","10.36.52.169","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.112","'-","","172.31.52.112","","Unidentified / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP / Cisco IOS Software","'-","Not Applicable"
"172.31.52.160","'-","","172.31.52.160","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.155","'-","","172.31.52.155","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.176","'-","","172.31.52.176","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.65","'-","","172.31.52.65","","Unidentified / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP / Cisco IOS Software","'-","Not Applicable"
"shomadgru01.gru.local","SHOMADGRU01","","172.31.52.24","","Windows / Server","Microsoft Windows Server 2012 Standard 6.2","6.2","EOL/EOS"
"172.31.52.220","'-","","172.31.52.220","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.198","'-","","172.31.52.198","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.114","'-","","172.31.52.114","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.174","SHOMAPVPXGRU02","","10.36.52.174","","Windows / Client","Microsoft Windows 10","'-","Not Applicable"
"172.31.52.137","'-","","172.31.52.137","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.138","'-","","10.36.52.138","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
